EXTRACTOR|MEASURE|MODEL|FILTER|ROC_AUC|AUC_PR|Max. f1
VGG16_Block3|per frame (max)|SpatialBin/SVG/0.50|(2, 0, 0)|0.60556790|0.56181819|0.65863454
VGG16_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.52906773|0.44254603|0.65040650
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.20|None|0.71973330|0.66019116|0.68131868
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|None|0.74429758|0.74270674|0.69047619
VGG16_Block3|per frame (sum)|BalancedDistributionSVG/500/11/0.30|None|0.80652708|0.75784322|0.76470588
VGG16_Block3|per frame (sum)|SVG|None|0.79494678|0.73677065|0.75903614
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.50|None|0.73318517|0.69432948|0.69430052
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|None|0.73236636|0.72410841|0.68965517
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.20|(1, 1, 1)|0.69762545|0.66333098|0.65957447
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.72885718|0.72922176|0.67052023
VGG16_Block3|per frame (sum)|BalancedDistributionSVG/500/11/0.30|(1, 1, 1)|0.79623348|0.75729838|0.78481013
VGG16_Block3|per frame (sum)|SVG|(1, 1, 1)|0.77693297|0.72146577|0.74853801
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.50|(1, 1, 1)|0.71107732|0.68403004|0.66990291
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.71423558|0.70815632|0.66666667
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.20|(2, 2, 2)|0.67540063|0.64997957|0.65811966
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.71306586|0.70209460|0.66666667
VGG16_Block3|per frame (sum)|BalancedDistributionSVG/500/11/0.30|(2, 2, 2)|0.77786876|0.74508963|0.75000000
VGG16_Block3|per frame (sum)|SVG|(2, 2, 2)|0.75447421|0.70615811|0.73333333
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.50|(2, 2, 2)|0.68896947|0.67170399|0.65811966
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.69516903|0.68702386|0.66285714
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.20|(0, 1, 1)|0.71973330|0.66019116|0.68131868
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.74429758|0.74270674|0.69047619
VGG16_Block3|per frame (sum)|BalancedDistributionSVG/500/11/0.30|(0, 1, 1)|0.80652708|0.75784322|0.76470588
VGG16_Block3|per frame (sum)|SVG|(0, 1, 1)|0.79494678|0.73677065|0.75903614
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.50|(0, 1, 1)|0.73318517|0.69432948|0.69430052
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.73236636|0.72410841|0.68965517
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.20|(0, 2, 2)|0.71973330|0.66019116|0.68131868
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.74429758|0.74270674|0.69047619
VGG16_Block3|per frame (sum)|BalancedDistributionSVG/500/11/0.30|(0, 2, 2)|0.80652708|0.75784322|0.76470588
VGG16_Block3|per frame (sum)|SVG|(0, 2, 2)|0.79494678|0.73677065|0.75903614
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.73318517|0.69432948|0.69430052
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.73236636|0.72410841|0.68965517
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.69762545|0.66333098|0.65957447
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.72885718|0.72922176|0.67052023
VGG16_Block3|per frame (sum)|BalancedDistributionSVG/500/11/0.30|(1, 0, 0)|0.79623348|0.75729838|0.78481013
VGG16_Block3|per frame (sum)|SVG|(1, 0, 0)|0.77693297|0.72146577|0.74853801
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.50|(1, 0, 0)|0.71107732|0.68403004|0.66990291
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.71423558|0.70815632|0.66666667
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.20|(2, 0, 0)|0.67540063|0.64997957|0.65811966
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.71306586|0.70209460|0.66666667
VGG16_Block3|per frame (sum)|BalancedDistributionSVG/500/11/0.30|(2, 0, 0)|0.77786876|0.74508963|0.75000000
VGG16_Block3|per frame (sum)|SVG|(2, 0, 0)|0.75447421|0.70615811|0.73333333
VGG16_Block3|per frame (sum)|SpatialBin/SVG/0.50|(2, 0, 0)|0.68896947|0.67170399|0.65811966
VGG16_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.69516903|0.68702386|0.66285714
C3D_Block3|per patch|SpatialBin/SVG/0.20|None|0.88239994|0.29666452|0.44214302
C3D_Block3|per patch|SpatialBin/SVG/simple_0.50|None|0.88920504|0.30216784|0.45570820
C3D_Block3|per patch|SVG|None|0.84877370|0.19994591|0.29995231
C3D_Block3|per patch|SpatialBin/SVG/0.50|None|0.88215043|0.29454469|0.43575719
C3D_Block3|per patch|SpatialBin/SVG/simple_0.20|None|0.89161026|0.30801050|0.46508641
C3D_Block3|per patch|BalancedDistributionSVG/500/12/0.30|None|0.81056696|0.19883768|0.30369411
C3D_Block3|per patch|SpatialBin/SVG/0.20|(1, 1, 1)|0.91060648|0.31212007|0.46818923
C3D_Block3|per patch|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.92011414|0.32295106|0.48623004
C3D_Block3|per patch|SVG|(1, 1, 1)|0.86741510|0.19980661|0.30505878
C3D_Block3|per patch|SpatialBin/SVG/0.50|(1, 1, 1)|0.91014124|0.30993190|0.46302405
C3D_Block3|per patch|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.92342841|0.33236974|0.49483827
C3D_Block3|per patch|BalancedDistributionSVG/500/12/0.30|(1, 1, 1)|0.85526861|0.20623688|0.31096658
C3D_Block3|per patch|SpatialBin/SVG/0.20|(2, 2, 2)|0.91750468|0.29886667|0.45311620
C3D_Block3|per patch|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.92850505|0.31531809|0.47563537
C3D_Block3|per patch|SVG|(2, 2, 2)|0.87027630|0.20109674|0.29814250
C3D_Block3|per patch|SpatialBin/SVG/0.50|(2, 2, 2)|0.91743894|0.30045475|0.44990921
C3D_Block3|per patch|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.93162368|0.32354679|0.48090176
C3D_Block3|per patch|BalancedDistributionSVG/500/12/0.30|(2, 2, 2)|0.86887071|0.21053657|0.29858577
C3D_Block3|per patch|SpatialBin/SVG/0.20|(0, 1, 1)|0.89684451|0.31551646|0.47398014
C3D_Block3|per patch|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.90494073|0.31934533|0.48650245
C3D_Block3|per patch|SVG|(0, 1, 1)|0.85903368|0.20402977|0.30998459
C3D_Block3|per patch|SpatialBin/SVG/0.50|(0, 1, 1)|0.89664880|0.31117702|0.46892755
C3D_Block3|per patch|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.90832701|0.32713355|0.49561848
C3D_Block3|per patch|BalancedDistributionSVG/500/12/0.30|(0, 1, 1)|0.83555581|0.20797590|0.31402502
C3D_Block3|per patch|SpatialBin/SVG/0.20|(0, 2, 2)|0.91065136|0.33546333|0.49227324
C3D_Block3|per patch|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.91948960|0.33831070|0.50877805
C3D_Block3|per patch|SVG|(0, 2, 2)|0.86903956|0.21715725|0.31908832
C3D_Block3|per patch|SpatialBin/SVG/0.50|(0, 2, 2)|0.91042158|0.32949019|0.48921620
C3D_Block3|per patch|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.92336761|0.34783737|0.51527149
C3D_Block3|per patch|BalancedDistributionSVG/500/12/0.30|(0, 2, 2)|0.85744404|0.22322273|0.32370531
C3D_Block3|per patch|SpatialBin/SVG/0.20|(1, 0, 0)|0.90074175|0.29774085|0.44308659
C3D_Block3|per patch|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.90944279|0.30939015|0.46287520
C3D_Block3|per patch|SVG|(1, 0, 0)|0.86020650|0.19562540|0.29672638
C3D_Block3|per patch|SpatialBin/SVG/0.50|(1, 0, 0)|0.90016311|0.29639763|0.43735763
C3D_Block3|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.91199573|0.31669540|0.47130834
C3D_Block3|per patch|BalancedDistributionSVG/500/12/0.30|(1, 0, 0)|0.83544895|0.19832365|0.30136631
C3D_Block3|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.89943659|0.27515554|0.41446725
C3D_Block3|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.90969179|0.28969046|0.43736423
C3D_Block3|per patch|SVG|(2, 0, 0)|0.85712900|0.18678650|0.28992154
C3D_Block3|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.89889607|0.27561745|0.40934940
C3D_Block3|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.91220715|0.29606280|0.44554617
C3D_Block3|per patch|BalancedDistributionSVG/500/12/0.30|(2, 0, 0)|0.83831088|0.19141690|0.29259315
C3D_Block3|per frame (max)|SpatialBin/SVG/0.20|None|0.81448123|0.68534387|0.76836158
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.74780676|0.61293876|0.72316384
C3D_Block3|per frame (max)|SVG|None|0.64299918|0.59916841|0.65777778
C3D_Block3|per frame (max)|SpatialBin/SVG/0.50|None|0.81857527|0.68439208|0.75151515
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.77073342|0.63930439|0.73631841
C3D_Block3|per frame (max)|BalancedDistributionSVG/500/12/0.30|None|0.64721020|0.59963434|0.65454545
C3D_Block3|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.77681600|0.68005638|0.74576271
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.79611650|0.68760797|0.76543210
C3D_Block3|per frame (max)|SVG|(1, 1, 1)|0.59960229|0.55504104|0.63559322
C3D_Block3|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.76628845|0.66795472|0.74157303
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.80091239|0.69410831|0.74534161
C3D_Block3|per frame (max)|BalancedDistributionSVG/500/12/0.30|(1, 1, 1)|0.60872617|0.55162541|0.64406780
C3D_Block3|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.76336414|0.67940682|0.75000000
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.79506375|0.72165115|0.75824176
C3D_Block3|per frame (max)|SVG|(2, 2, 2)|0.59059539|0.56873287|0.65040650
C3D_Block3|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.75810036|0.67180967|0.74251497
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.79763715|0.69925722|0.75000000
C3D_Block3|per frame (max)|BalancedDistributionSVG/500/12/0.30|(2, 2, 2)|0.60896011|0.57881336|0.65843621
C3D_Block3|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.78722658|0.68922329|0.74534161
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.78582290|0.67471255|0.72955975
C3D_Block3|per frame (max)|SVG|(0, 1, 1)|0.58965961|0.54004861|0.63436123
C3D_Block3|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.77658206|0.67384101|0.73417722
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.80079541|0.69426727|0.74117647
C3D_Block3|per frame (max)|BalancedDistributionSVG/500/12/0.30|(0, 1, 1)|0.59913440|0.53678716|0.64573991
C3D_Block3|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.79190549|0.72496662|0.78313253
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.80325184|0.71051599|0.77419355
C3D_Block3|per frame (max)|SVG|(0, 2, 2)|0.61656334|0.59280998|0.63013699
C3D_Block3|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.78055913|0.69831991|0.76129032
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.80231606|0.71613123|0.77011494
C3D_Block3|per frame (max)|BalancedDistributionSVG/500/12/0.30|(0, 2, 2)|0.62603813|0.58789639|0.63677130
C3D_Block3|per frame (max)|SpatialBin/SVG/0.20|(1, 0, 0)|0.78418528|0.66818098|0.74444444
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.74546731|0.62596388|0.70588235
C3D_Block3|per frame (max)|SVG|(1, 0, 0)|0.61831793|0.56388504|0.65686275
C3D_Block3|per frame (max)|SpatialBin/SVG/0.50|(1, 0, 0)|0.78909814|0.66139099|0.74285714
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.76827699|0.65612591|0.72392638
C3D_Block3|per frame (max)|BalancedDistributionSVG/500/12/0.30|(1, 0, 0)|0.63130191|0.56675315|0.65365854
C3D_Block3|per frame (max)|SpatialBin/SVG/0.20|(2, 0, 0)|0.76699029|0.64620960|0.74074074
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.74991227|0.63262243|0.71856287
C3D_Block3|per frame (max)|SVG|(2, 0, 0)|0.59983624|0.56491592|0.64628821
C3D_Block3|per frame (max)|SpatialBin/SVG/0.50|(2, 0, 0)|0.77108434|0.63989994|0.72727273
C3D_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.77096736|0.65849620|0.75000000
C3D_Block3|per frame (max)|BalancedDistributionSVG/500/12/0.30|(2, 0, 0)|0.61340508|0.57295052|0.65338645
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.20|None|0.74032051|0.70825948|0.67357513
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|None|0.77775178|0.74173844|0.70270270
C3D_Block3|per frame (sum)|SVG|None|0.65212306|0.61554861|0.66086957
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.50|None|0.73634343|0.70221607|0.67796610
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|None|0.78839630|0.74299034|0.71028037
C3D_Block3|per frame (sum)|BalancedDistributionSVG/500/12/0.30|None|0.67130659|0.63727147|0.66968326
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.20|(1, 1, 1)|0.74359574|0.71567895|0.68246445
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.77681600|0.74233659|0.71428571
C3D_Block3|per frame (sum)|SVG|(1, 1, 1)|0.65165516|0.60812913|0.66666667
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.50|(1, 1, 1)|0.74067142|0.71047357|0.68000000
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.79096970|0.74608153|0.73148148
C3D_Block3|per frame (sum)|BalancedDistributionSVG/500/12/0.30|(1, 1, 1)|0.66709557|0.62630124|0.67256637
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.20|(2, 2, 2)|0.73809802|0.71537466|0.70370370
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.76991461|0.73905264|0.72645740
C3D_Block3|per frame (sum)|SVG|(2, 2, 2)|0.64451983|0.59487234|0.65811966
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.50|(2, 2, 2)|0.73950170|0.71285740|0.70697674
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.78020821|0.74098448|0.73148148
C3D_Block3|per frame (sum)|BalancedDistributionSVG/500/12/0.30|(2, 2, 2)|0.66171482|0.61777265|0.66666667
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.20|(0, 1, 1)|0.74032051|0.70825948|0.67357513
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.77775178|0.74173844|0.70270270
C3D_Block3|per frame (sum)|SVG|(0, 1, 1)|0.65212306|0.61554861|0.66086957
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.50|(0, 1, 1)|0.73634343|0.70221607|0.67796610
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.78839630|0.74299034|0.71028037
C3D_Block3|per frame (sum)|BalancedDistributionSVG/500/12/0.30|(0, 1, 1)|0.67130659|0.63727147|0.66968326
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.20|(0, 2, 2)|0.74032051|0.70825948|0.67357513
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.77775178|0.74173844|0.70270270
C3D_Block3|per frame (sum)|SVG|(0, 2, 2)|0.65212306|0.61554861|0.66086957
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.73634343|0.70221607|0.67796610
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.78839630|0.74299034|0.71028037
C3D_Block3|per frame (sum)|BalancedDistributionSVG/500/12/0.30|(0, 2, 2)|0.67130659|0.63727147|0.66968326
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.74359574|0.71567895|0.68246445
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.77681600|0.74233659|0.71428571
C3D_Block3|per frame (sum)|SVG|(1, 0, 0)|0.65165516|0.60812913|0.66666667
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.50|(1, 0, 0)|0.74067142|0.71047357|0.68000000
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.79096970|0.74608153|0.73148148
C3D_Block3|per frame (sum)|BalancedDistributionSVG/500/12/0.30|(1, 0, 0)|0.66709557|0.62630124|0.67256637
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.20|(2, 0, 0)|0.73809802|0.71537466|0.70370370
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.76991461|0.73905264|0.72645740
C3D_Block3|per frame (sum)|SVG|(2, 0, 0)|0.64451983|0.59487234|0.65811966
C3D_Block3|per frame (sum)|SpatialBin/SVG/0.50|(2, 0, 0)|0.73950170|0.71285740|0.70697674
C3D_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.78020821|0.74098448|0.73148148
C3D_Block3|per frame (sum)|BalancedDistributionSVG/500/12/0.30|(2, 0, 0)|0.66171482|0.61777265|0.66666667
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.20|None|0.57580411|0.05086573|0.11617186
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.50|None|0.57777552|0.05136139|0.11434642
EfficientNetB0_Block4|per patch|SVG|None|0.50880025|0.04617288|0.10016669
EfficientNetB0_Block4|per patch|BalancedDistributionSVG/500/7/0.30|None|0.45172746|0.04226893|0.09025256
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.50|None|0.57391899|0.05068354|0.11575325
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.20|None|0.58066643|0.05188828|0.11471553
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.20|(1, 1, 1)|0.55191050|0.04877186|0.10817811
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.55200811|0.04866628|0.10728796
EfficientNetB0_Block4|per patch|SVG|(1, 1, 1)|0.52574716|0.04688322|0.09867696
EfficientNetB0_Block4|per patch|BalancedDistributionSVG/500/7/0.30|(1, 1, 1)|0.45996092|0.04094808|0.09005894
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.50|(1, 1, 1)|0.55146383|0.04873318|0.10808477
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.55341870|0.04846389|0.10748766
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.20|(2, 2, 2)|0.52442049|0.04623109|0.09843254
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.52772214|0.04650325|0.09966058
EfficientNetB0_Block4|per patch|SVG|(2, 2, 2)|0.50425560|0.04398341|0.09743399
EfficientNetB0_Block4|per patch|BalancedDistributionSVG/500/7/0.30|(2, 2, 2)|0.45034223|0.03906061|0.09224541
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.50|(2, 2, 2)|0.52312779|0.04604807|0.09838430
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.52292256|0.04536082|0.10008943
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.20|(0, 1, 1)|0.55273809|0.04889610|0.10836744
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.55806895|0.04980586|0.10773481
EfficientNetB0_Block4|per patch|SVG|(0, 1, 1)|0.52469568|0.04694754|0.09816332
EfficientNetB0_Block4|per patch|BalancedDistributionSVG/500/7/0.30|(0, 1, 1)|0.45607568|0.04074720|0.09005894
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.50|(0, 1, 1)|0.55218129|0.04884417|0.10794543
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.55966432|0.04951523|0.10818348
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.20|(0, 2, 2)|0.52793271|0.04666148|0.09852253
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.54248243|0.04923056|0.10141211
EfficientNetB0_Block4|per patch|SVG|(0, 2, 2)|0.50528992|0.04415974|0.09656247
EfficientNetB0_Block4|per patch|BalancedDistributionSVG/500/7/0.30|(0, 2, 2)|0.44532501|0.03876343|0.09119001
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.50|(0, 2, 2)|0.52649396|0.04645645|0.09847926
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.53972998|0.04764409|0.10179533
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.20|(1, 0, 0)|0.57700109|0.05087474|0.11633789
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.57437052|0.05076206|0.11373237
EfficientNetB0_Block4|per patch|SVG|(1, 0, 0)|0.51323661|0.04623486|0.09970567
EfficientNetB0_Block4|per patch|BalancedDistributionSVG/500/7/0.30|(1, 0, 0)|0.45597642|0.04246351|0.09145113
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.50|(1, 0, 0)|0.57555142|0.05073780|0.11586824
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.57798907|0.05132639|0.11422719
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.57486413|0.05066486|0.11524518
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.57014421|0.05034286|0.11276441
EfficientNetB0_Block4|per patch|SVG|(2, 0, 0)|0.51610470|0.04626871|0.09954488
EfficientNetB0_Block4|per patch|BalancedDistributionSVG/500/7/0.30|(2, 0, 0)|0.46140192|0.04273880|0.09085392
EfficientNetB0_Block4|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.57357077|0.05053873|0.11513534
EfficientNetB0_Block4|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.57289849|0.05072750|0.11328110
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.20|None|0.61048076|0.58435655|0.63601533
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.46157445|0.39788945|0.64257028
EfficientNetB0_Block4|per frame (max)|SVG|None|0.68183413|0.58733447|0.66666667
EfficientNetB0_Block4|per frame (max)|BalancedDistributionSVG/500/7/0.30|None|0.67341209|0.56852190|0.66985646
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.50|None|0.61527664|0.55226598|0.64341085
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.46192537|0.39490902|0.63203463
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.61223535|0.62202559|0.64591440
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.46403088|0.39419571|0.64062500
EfficientNetB0_Block4|per frame (max)|SVG|(1, 1, 1)|0.68569423|0.61432543|0.67961165
EfficientNetB0_Block4|per frame (max)|BalancedDistributionSVG/500/7/0.30|(1, 1, 1)|0.67434788|0.57250574|0.67661692
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.61597848|0.57540402|0.64489796
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.37361095|0.35092587|0.62601626
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.59925137|0.61939611|0.63601533
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.42426015|0.37129350|0.63565891
EfficientNetB0_Block4|per frame (max)|SVG|(2, 2, 2)|0.61504270|0.54801344|0.63392857
EfficientNetB0_Block4|per frame (max)|BalancedDistributionSVG/500/7/0.30|(2, 2, 2)|0.60428120|0.50704300|0.64516129
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.59890046|0.61873248|0.63358779
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.34904667|0.34615968|0.62878788
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.60896011|0.58217109|0.64777328
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.47163411|0.40221355|0.64541833
EfficientNetB0_Block4|per frame (max)|SVG|(0, 1, 1)|0.69891215|0.62592154|0.67555556
EfficientNetB0_Block4|per frame (max)|BalancedDistributionSVG/500/7/0.30|(0, 1, 1)|0.69189379|0.59385595|0.67555556
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.61445783|0.55543853|0.64566929
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.41279682|0.36616396|0.62948207
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.59901743|0.60573036|0.63967611
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.47292081|0.40484093|0.64257028
EfficientNetB0_Block4|per frame (max)|SVG|(0, 2, 2)|0.66265060|0.59005900|0.66382979
EfficientNetB0_Block4|per frame (max)|BalancedDistributionSVG/500/7/0.30|(0, 2, 2)|0.65422856|0.54051538|0.66379310
EfficientNetB0_Block4|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.59995321|0.55634737|0.63601533
